,Country,Year,tuberculosis_incidence
3609,Yemen,2004,17000
3610,Yemen,2003,18000
3611,Yemen,2002,19000
3612,Yemen,2001,20000
3613,Yemen,2000,20000
3614,Zambia,2018,60000
3615,Zambia,2017,61000
3616,Zambia,2016,61000
3617,Zambia,2015,62000
3618,Zambia,2014,63000
3619,Zambia,2013,65000
3620,Zambia,2012,66000
3621,Zambia,2011,67000
3622,Zambia,2010,67000
3623,Zambia,2009,68000
3624,Zambia,2008,69000
3625,Zambia,2007,69000
3626,Zambia,2006,70000
3627,Zambia,2005,71000
3628,Zambia,2004,73000
3629,Zambia,2003,75000
3630,Zambia,2002,76000
3631,Zambia,2001,78000
3632,Zambia,2000,79000
3633,Zimbabwe,2018,30000
3634,Zimbabwe,2017,31000
3635,Zimbabwe,2016,33000
3636,Zimbabwe,2015,33000
3637,Zimbabwe,2014,38000
3638,Zimbabwe,2013,41000
3639,Zimbabwe,2012,47000
3640,Zimbabwe,2011,50000
3641,Zimbabwe,2010,53000
3642,Zimbabwe,2009,56000
3643,Zimbabwe,2008,60000
3644,Zimbabwe,2007,65000
3645,Zimbabwe,2006,68000
3646,Zimbabwe,2005,71000
3647,Zimbabwe,2004,73000
3648,Zimbabwe,2003,74000
3649,Zimbabwe,2002,74000
3650,Zimbabwe,2001,74000
3651,Zimbabwe,2000,72000
